estado;cidade;marca;modelo;cambio;ano;km;preco;link;faixa_preco;preco_norm;km_norm
PR;São José dos Pinhais;Ford;Fiesta Hatch Fiesta Hatch 1.6 (Flex) manual;Não informado;2011/2011;130441.0;34900.0;https://www.icarros.com.br/comprar/sao-jose-dos-pinhais-pr/ford/fiesta-hatch/2011/d53523351?pos=466&hfv=true&financiamento=true;Popular;0.03608235570860328;0.13043156517878216
SP;São Paulo;Peugeot;207 207 Hatch Active 1.4 (Flex) manual;Não informado;2014/2015;85344.0;33900.0;https://www.icarros.com.br/comprar/sao-paulo-sp/peugeot/207/2015/d52984950?pos=465&hfv=false;Popular;0.03431369948054567;0.0853340240082881
SP;Ibitinga;Renault;Sandero Sandero Expression 1.0 16V (flex) manual;Não informado;2012/2013;135000.0;35000.0;https://www.icarros.com.br/comprar/ibitinga-sp/renault/sandero/2013/d53526343?pos=467&hfv=true;Popular;0.03625922133140903;0.13499061988743866
SP;São José do Rio Preto;Chevrolet;Zafira Zafira Expression 2.0 (Flex) (Aut) automático;ERRO;2009/2010;225000.0;;https://www.icarros.com.br/comprar/sao-jose-do-rio-preto-sp/chevrolet/zafira/2010/d53525778?pos=468&hfv=true&financiamento=true;;;0.2249916999003988
RJ;Duque de Caxias;Renault;Kwid Kwid 1.0 Zen manual;ERRO;2021/2022;50000.0;;https://www.icarros.com.br/comprar/duque-de-caxias-rj/renault/kwid/2022/d53583015?pos=472&hfv=true;;;0.0499895998751985
SP;Santos;Peugeot;208 208 1.5 8V Active Pack (Flex) manual;Não informado;2013/2014;147000.0;38900.0;https://www.icarros.com.br/comprar/santos-sp/peugeot/208/2014/d53593204?pos=471&hfv=true&financiamento=true;Popular;0.04315698062083371;0.14699076388916668
MG;Araxá;Renault;Clio Clio Expression 1.0 16V (Flex) manual;ERRO;2015/2016;77000.0;;https://www.icarros.com.br/comprar/araxa-mg/renault/clio/2016/d52394047?pos=469&hfv=true;;;0.07698992387908656
DF;Ceilândia;CAOA;Chery Tiggo Tiggo 2.0 16V manual;ERRO;2013/2014;159900.0;;https://www.icarros.com.br/comprar/ceilandia-df/caoa-chery/tiggo/2014/d53004062?pos=470&hfv=true&financiamento=true;;;0.1598909186910243
SC;Urubici;Ford;Fiesta Sedan Fiesta Sedan SE Plus 1.6 RoCam (Flex) manual;Não informado;2014/2014;85595.0;41890.0;https://www.icarros.com.br/comprar/urubici-sc/ford/fiesta-sedan/2014/d53578415?pos=476&hfv=true&financiamento=true;Popular;0.04844526274272596;0.08558502702032425
AC;Rio Branco;Fiat;Palio Palio Fire 1.0 8V (Flex) 4p manual;ERRO;2014/2015;119000.0;;https://www.icarros.com.br/comprar/rio-branco-ac/fiat/palio/2015/d53537734?pos=473&hfv=true&financiamento=true;;;0.11899042788513463
PR;Curitiba;Fiat;500e 500 Cult 1.4 8V manual;Não informado;2012/2012;105490.0;41699.0;https://www.icarros.com.br/comprar/curitiba-pr/fiat/500e/2012/d53505774?pos=475&hfv=true&financiamento=true;Popular;0.048107449403166955;0.10548026576318915
MT;Sinop;Toyota;Corolla Corolla Sedan XLi 1.6 16V (aut) automático;Não informado;2008/2008;171000.0;41000.0;https://www.icarros.com.br/comprar/sinop-mt/toyota/corolla/2008/d52593734?pos=474&hfv=true&financiamento=true;Popular;0.04687115869975469;0.1709910518926227
SC;Urubici;Citroën;C3 Picasso C3 Picasso GLX 1.5 8V (Flex) manual;Não informado;2014/2014;119589.0;42890.0;https://www.icarros.com.br/comprar/urubici-sc/citroen/c3-picasso/2014/d53560707?pos=477&hfv=true&financiamento=true;Popular;0.05021391897078357;0.11957943495321943
RJ;Macaé;Volkswagen;Up! Up! 1.0 12v E-Flex white up! I-Motion manual;Não informado;2014/2015;82000.0;42900.0;https://www.icarros.com.br/comprar/macae-rj/volkswagen/up-/2015/d53326281?pos=478&hfv=true;Popular;0.05023160553306415;0.08198998387980656
RJ;Rio de Janeiro;Citroën;C3 C3 Attraction 1.2 12V (Flex) manual;Não informado;2020/2020;56440.0;43900.0;https://www.icarros.com.br/comprar/rio-de-janeiro-rj/citroen/c3/2020/d53591670?pos=479&hfv=true&financiamento=true;Popular;0.052000261761121755;0.056429677156125874
DF;Brasília;Ford;New Fiesta Hatch New Fiesta SE 1.5 16V manual;Não informado;2014/2014;129000.0;43900.0;https://www.icarros.com.br/comprar/brasilia-df/ford/new-fiesta-hatch/2014/d53544203?pos=480&hfv=true;Popular;0.052000261761121755;0.12899054788657463
SC;Palhoça;Renault;Kwid Kwid 1.0 Zen manual;ERRO;2021/2022;65000.0;;https://www.icarros.com.br/comprar/palhoca-sc/renault/kwid/2022/d53122630?pos=482&hfv=true&financiamento=true;;;0.06498977987735853
MT;Sinop;Fiat;Uno Mille Uno Mille Fire Grazie Mille 1.0 (Flex) manual;ERRO;2013/2013;152000.0;;https://www.icarros.com.br/comprar/sinop-mt/fiat/uno-mille/2013/d53172165?pos=483&hfv=true&financiamento=true;;;0.1519908238898867
SP;Itápolis;Chevrolet;Montana Montana Sport 1.4 (Flex) manual;ERRO;2012/2013;153798.0;;https://www.icarros.com.br/comprar/itapolis-sp/chevrolet/montana/2013/d53592330?pos=484&hfv=true&financiamento=true;;;0.1537888454661456
AC;Rio Branco;Fiat;Punto Punto Essence 1.6 16V (Flex) manual;ERRO;2015/2016;70000.0;;https://www.icarros.com.br/comprar/rio-branco-ac/fiat/punto/2016/d53038278?pos=481&hfv=true&financiamento=true;;;0.06998983987807854
GO;Mara Rosa;Volkswagen;Up! Up! 1.0 12v E-Flex move up! 4p manual;ERRO;2014/2015;90260.0;;https://www.icarros.com.br/comprar/mara-rosa-go/volkswagen/up-/2015/d52902961?pos=485&hfv=true&financiamento=true;;;0.09025008300099602
PR;Curitiba;Ford;EcoSport Ecosport Freestyle 1.6 16V (Flex) manual;ERRO;2012/2013;244000.0;;https://www.icarros.com.br/comprar/curitiba-pr/ford/ecosport/2013/d53592210?pos=486&hfv=true&financiamento=true;;;0.24399192790313484
MG;Belo Horizonte;Honda;Fit New Fit EXL 1.5 16V (flex) manual;ERRO;2009/2009;112290.0;;https://www.icarros.com.br/comprar/belo-horizonte-mg/honda/fit/2009/d53593344?pos=487&hfv=true&financiamento=true;;;0.11228034736416836
SP;Bertioga;Buggy;Buggy M-11 Way Tuning manual;ERRO;2008/2009;18915.0;;https://www.icarros.com.br/comprar/bertioga-sp/buggy/buggy/2009/d53424310?pos=488&hfv=true&financiamento=true;;;0.018904226850722208
GO;Anápolis;Volkswagen;Golf Golf 1.6 (Flex) manual;ERRO;2008/2008;181079.0;;https://www.icarros.com.br/comprar/anapolis-go/volkswagen/golf/2008/d53570821?pos=489&hfv=true;;;0.1810701728420741
TO;Araguaína;Renault;Kwid Kwid 1.0 Intense manual;ERRO;2021/2022;50366.0;;https://www.icarros.com.br/comprar/araguaina-to/renault/kwid/2022/d53548688?pos=491&hfv=true&financiamento=true;;;0.050355604267251206
SP;Sorocaba;Lifan;X60 X60 1.8 16V VVT VIP manual;Não informado;2015/2016;154000.0;48890.0;https://www.icarros.com.br/comprar/sorocaba-sp/lifan/x60/2016/d53538315?pos=490&hfv=true&financiamento=true;Popular;0.06082585633912922;0.15399084789017467
GO;Jataí;Mitsubishi;Pajero TR4 Pajero TR4 2.0 16V (Flex) manual;Não informado;2010/2011;130475.0;49900.0;https://www.icarros.com.br/comprar/jatai-go/mitsubishi/pajero-tr4/2011/d53091232?pos=493&hfv=true&financiamento=true;Popular;0.0626121991294674;0.13046556558678704
PA;Belém;Ford;Ka Ka 1.0 SE (Flex) manual;Não informado;2019/2019;200.0;49900.0;https://www.icarros.com.br/comprar/belem-pa/ford/ka/2019/d53511612?pos=492&hfv=true&financiamento=true;Popular;0.0626121991294674;0.00018900226802721632
RJ;Rio de Janeiro;Ford;Ka Ka 1.0 SE manual;Não informado;2020/2020;82000.0;49990.0;https://www.icarros.com.br/comprar/rio-de-janeiro-rj/ford/ka/2020/d53594484?pos=494&hfv=true&financiamento=true;Popular;0.0627713781899926;0.08198998387980656
RJ;Macaé;Ford;EcoSport Ecosport SE 1.6 16V (Flex) manual;Não informado;2012/2013;127000.0;50000.0;https://www.icarros.com.br/comprar/macae-rj/ford/ecosport/2013/d53480712?pos=495&hfv=true&financiamento=true;Popular;0.06278906475227317;0.12699052388628665
PR;Curitiba;Hyundai;i30 CW i30 CW 2.0i GLS automático;Não informado;2011/2012;147000.0;51900.0;https://www.icarros.com.br/comprar/curitiba-pr/hyundai/i30-cw/2012/d53455360?pos=496&hfv=true&financiamento=true;Popular;0.06614951158558262;0.14699076388916668
TO;Palmas;Hyundai;HB20 HB20 1.0 Comfort manual;Não informado;2017/2018;101667.0;51990.0;https://www.icarros.com.br/comprar/palmas-to/hyundai/hb20/2018/d53511372?pos=497&hfv=true&financiamento=true;Popular;0.06630869064610781;0.10165721988663864
AL;Maceió;Ford;Ka Ka 1.5 SE (Flex) manual;Não informado;2019/2020;1000.0;52000.0;https://www.icarros.com.br/comprar/maceio-al/ford/ka/2020/d53480917?pos=498&hfv=true;Popular;0.06632637720838838;0.0009890118681424177
TO;Palmas;Chevrolet;Onix Onix 1.0 SPE/4 Eco Joy manual;Não informado;2019/2019;93698.0;52900.0;https://www.icarros.com.br/comprar/palmas-to/chevrolet/onix/2019/d52277441?pos=499&hfv=true&financiamento=true;Popular;0.06791816781364023;0.0936881242574911
SC;Caçador;Citroën;C4 Lounge C4 Lounge Tendance 1.6 THP automático;ERRO;2014/2015;150145.0;;https://www.icarros.com.br/comprar/cacador-sc/citroen/c4-lounge/2015/d52673540?pos=500&hfv=true&financiamento=true;;;0.15013580162961956
RJ;Duque de Caxias;Volkswagen;Saveiro Saveiro Robust 1.6 MSI CS (Flex) manual;Não informado;2016/2017;200.0;52999.0;https://www.icarros.com.br/comprar/duque-de-caxias-rj/volkswagen/saveiro/2017/d53590521?pos=502&hfv=true&financiamento=true;Popular;0.06809326478021793;0.00018900226802721632
SC;Blumenau;Citroën;C3 C3 Exclusive 1.6 16V (Flex)(aut) automático;Não informado;2013/2014;84477.0;52900.0;https://www.icarros.com.br/comprar/blumenau-sc/citroen/c3/2014/d53341131?pos=501&hfv=true&financiamento=true;Popular;0.06791816781364023;0.08446701360416325
PR;Maringá;Fiat;Doblò Doblò Attractive 1.4 8V (Flex) manual;Não informado;2015/2016;135377.0;53900.0;https://www.icarros.com.br/comprar/maringa-pr/fiat/doblo/2016/d53575313?pos=504&hfv=true&financiamento=true;Popular;0.06968682404169783;0.13536762441149294
CE;Fortaleza;Volkswagen;Fox Fox 1.0 MPI Track (Flex) manual;Não informado;2015/2016;98393.0;53900.0;https://www.icarros.com.br/comprar/fortaleza-ce/volkswagen/fox/2016/d53588836?pos=503&hfv=true&financiamento=true;Popular;0.06968682404169783;0.09838318059816718
SC;Joinville;Chevrolet;Captiva Captiva 2.4 16V (Aut) automático;Não informado;2014/2014;200000.0;54900.0;https://www.icarros.com.br/comprar/joinville-sc/chevrolet/captiva/2014/d53549581?pos=507&hfv=true&financiamento=true;Popular;0.07145548026975544;0.19999139989679876
PA;Belém;Renault;Kwid Kwid 1.0 Outsider manual;Não informado;2021/2022;78375.0;54900.0;https://www.icarros.com.br/comprar/belem-pa/renault/kwid/2022/d52773218?pos=506&hfv=true&financiamento=true;Popular;0.07145548026975544;0.07836494037928456
RN;Natal;Fiat;Mobi Mobi 1.0 Like manual;Não informado;2022/2023;71389.0;53990.0;https://www.icarros.com.br/comprar/natal-rn/fiat/mobi/2023/d51814992?pos=505&hfv=true;Popular;0.06984600310222303;0.07137885654627855
RS;Cachoeira do Sul;Volkswagen;Jetta Variant Jetta Variant 2.5 20V automático;Não informado;2010/2011;131107.0;54900.0;https://www.icarros.com.br/comprar/cachoeira-do-sul-rs/volkswagen/jetta-variant/2011/d53118280?pos=508&hfv=true&financiamento=true;Popular;0.07145548026975544;0.13109757317087806
CE;Fortaleza;Hyundai;ix35 ix35 2.0L GLS Básico manual;Não informado;2011/2012;89490.0;54990.0;https://www.icarros.com.br/comprar/fortaleza-ce/hyundai/ix35/2012/d53215105?pos=509&hfv=true&financiamento=true;Popular;0.07161465933028063;0.08948007376088513
RJ;Duque de Caxias;Volkswagen;SpaceFox SpaceFox 1.6 MSI Comfortline (Flex) manual;Não informado;2017/2017;200.0;56999.0;https://www.icarros.com.br/comprar/duque-de-caxias-rj/volkswagen/spacefox/2017/d53590515?pos=511&hfv=true&financiamento=true;Popular;0.07516788969244836;0.00018900226802721632
PI;Teresina;NISSAN;March March 1.6 16V SL CVT (Flex) automático;Não informado;2016/2017;94000.0;56900.0;https://www.icarros.com.br/comprar/teresina-pi/nissan/march/2017/d53316146?pos=510&hfv=true;Popular;0.07499279272587067;0.09399012788153457
MG;Uberlândia;Renault;Logan Logan 1.0 Zen manual;Não informado;2021/2022;50000.0;57900.0;https://www.icarros.com.br/comprar/uberlandia-mg/renault/logan/2022/d53400524?pos=512&hfv=true;Popular;0.07676144895392828;0.0499895998751985
DF;Brasília;Volkswagen;Voyage Voyage 1.6 VHT Evidence (Flex) manual;Não informado;2015/2016;117552.0;57900.0;https://www.icarros.com.br/comprar/brasilia-df/volkswagen/voyage/2016/d53590501?pos=513&hfv=true&financiamento=true;Popular;0.07676144895392828;0.11754241050892611
PR;Fazenda Rio Grande;Renault;Kwid Kwid 1.0 Intense manual;Não informado;2023/2024;37417.0;57990.0;https://www.icarros.com.br/comprar/fazenda-rio-grande-pr/renault/kwid/2024/d53163295?pos=516&hfv=true&financiamento=true;Popular;0.07692062801445346;0.037406448877386526
RJ;Rio das Ostras;Honda;City City DX 1.5 (Flex) automático;Não informado;2013/2014;113958.0;57900.0;https://www.icarros.com.br/comprar/rio-das-ostras-rj/honda/city/2014/d53549077?pos=514&hfv=true&financiamento=true;Popular;0.07676144895392828;0.11394836738040856
MT;Sinop;Chevrolet;S10 Cabine Dupla S10 Executive 4x4 2.8 (Cab Dupla) manual;Não informado;2004/2005;259000.0;57900.0;https://www.icarros.com.br/comprar/sinop-mt/chevrolet/s10-cabine-dupla/2005/d52612707?pos=515&hfv=true&financiamento=true;Popular;0.07676144895392828;0.25899210790529487
RJ;Rio de Janeiro;Toyota;Etios Sedan Etios Sedan X 1.5 (Flex) automático;ERRO;2018/2019;88000.0;;https://www.icarros.com.br/comprar/rio-de-janeiro-rj/toyota/etios-sedan/2019/d53595482?pos=517&hfv=true&financiamento=true;;;0.08799005588067056
CE;Fortaleza;Volkswagen;Gol Gol 1.0 manual;Não informado;2022/2023;42000.0;58900.0;https://www.icarros.com.br/comprar/fortaleza-ce/volkswagen/gol/2023/d53577716?pos=519&hfv=true&financiamento=true;Popular;0.07853010518198589;0.041989503874046485
MS;Nova Andradina;Chevrolet;Caravan Caravan Comodoro 4.1 manual;Não informado;1976/1976;200000.0;58000.0;https://www.icarros.com.br/comprar/nova-andradina-ms/chevrolet/caravan/1976/d53405761?pos=518&hfv=true;Popular;0.07693831457673403;0.19999139989679876
SP;Santo André;Chevrolet;Prisma Prisma 1.4 LTZ SPE/4 manual;Não informado;2015/2016;71417.0;58900.0;https://www.icarros.com.br/comprar/santo-andre-sp/chevrolet/prisma/2016/d53594682?pos=520&hfv=true&financiamento=true;Popular;0.07853010518198589;0.07140685688228258
SP;Campinas;Renault;Fluence Fluence 2.0 16V Dynamique Plus X-Tronic (Flex) automático;Não informado;2016/2017;149000.0;58990.0;https://www.icarros.com.br/comprar/campinas-sp/renault/fluence/2017/d53322961?pos=521&hfv=true&financiamento=true;Popular;0.07868928424251107;0.14899078788945466
SP;Ibitinga;Volkswagen;Jetta Jetta 2.0 Comfortline (Flex) manual;Não informado;2011/2012;125325.0;59000.0;https://www.icarros.com.br/comprar/ibitinga-sp/volkswagen/jetta/2012/d53486054?pos=522&hfv=true;Popular;0.07870697080479164;0.12531550378604545
GO;Goiânia;Volkswagen;Up! up! 1.0 MPI manual;Não informado;2019/2020;92000.0;59900.0;https://www.icarros.com.br/comprar/goiania-go/volkswagen/up-/2020/d53545068?pos=524&hfv=true&financiamento=true;Popular;0.0802987614100435;0.09199010388124658
SP;Sorocaba;Chevrolet;Onix Onix 1.4 Advantage SPE/4 (Aut) automático;Não informado;2018/2018;120853.0;59800.0;https://www.icarros.com.br/comprar/sorocaba-sp/chevrolet/onix/2018/d53478301?pos=523&hfv=true&financiamento=true;Popular;0.08012189578723773;0.12084345012140146
PR;Rio Branco do Sul;Ford;EcoSport Ecosport Freestyle 2.0 16V (Flex) 4WD automático;Não informado;2015/2016;300.0;59900.0;https://www.icarros.com.br/comprar/rio-branco-do-sul-pr/ford/ecosport/2016/d53148372?pos=525&hfv=true;Popular;0.0802987614100435;0.0002890034680416165
PR;Curitiba;Chevrolet;Onix Onix 1.4 LTZ SPE/4 manual;Não informado;2015/2016;70000.0;59900.0;https://www.icarros.com.br/comprar/curitiba-pr/chevrolet/onix/2016/d53409539?pos=526&hfv=true&financiamento=true;Popular;0.0802987614100435;0.06998983987807854
PR;Curitiba;Fiat;Bravo Bravo Absolute 1.8 16V (Flex) manual;Não informado;2012/2013;126000.0;59900.0;https://www.icarros.com.br/comprar/curitiba-pr/fiat/bravo/2013/d53348548?pos=527&hfv=true&financiamento=true;Popular;0.0802987614100435;0.12599051188614263
CE;Fortaleza;Renault;Sandero Sandero 1.0 GT Line manual;Não informado;2021/2022;68000.0;61900.0;https://www.icarros.com.br/comprar/fortaleza-ce/renault/sandero/2022/d53213649?pos=528&hfv=true&financiamento=true;Popular;0.08383607386615871;0.06798981587779053
SC;São José;Toyota;Etios Hatch Etios X 1.3 manual;Não informado;2019/2020;85000.0;61900.0;https://www.icarros.com.br/comprar/sao-jose-sc/toyota/etios-hatch/2020/d53448551?pos=529&hfv=true&financiamento=true;Popular;0.08383607386615871;0.08499001988023856
DF;Brasília;Chevrolet;Cobalt Cobalt 1.8 8V Econoflex (PCD) (Aut) automático;Não informado;2019/2019;146180.0;62900.0;https://www.icarros.com.br/comprar/brasilia-df/chevrolet/cobalt/2019/d53335861?pos=530&hfv=true;Popular;0.08560473009421632;0.14617075404904858
PR;Londrina;Chevrolet;Opala Opala Sedan Diplomata SE 4.1 manual;Não informado;1990/1990;471679.0;62900.0;https://www.icarros.com.br/comprar/londrina-pr/chevrolet/opala/1990/d53376224?pos=531&hfv=true;Popular;0.08560473009421632;0.47167366008392103
SP;Jundiaí;Fiat;Mobi Mobi 1.0 Like manual;Não informado;2024/2025;38614.0;63190.0;https://www.icarros.com.br/comprar/jundiai-sp/fiat/mobi/2025/d53585547?pos=532&hfv=false&financiamento=true;Popular;0.08611764040035302;0.038603463241558895
PR;Ponta Grossa;Fiat;Mobi Mobi 1.0 Like manual;Não informado;2024/2025;39084.0;63190.0;https://www.icarros.com.br/comprar/ponta-grossa-pr/fiat/mobi/2025/d53547981?pos=533&hfv=false&financiamento=true;Popular;0.08611764040035302;0.03907346888162658
SP;São Caetano do Sul;Toyota;Etios Sedan Etios Sedan XS 1.5 (Flex) (Aut) automático;Não informado;2017/2018;115466.0;63800.0;https://www.icarros.com.br/comprar/sao-caetano-do-sul-sp/toyota/etios-sedan/2018/d53239941?pos=535&hfv=true&financiamento=true;Popular;0.08719652069946816;0.11545638547662572
SP;Jundiaí;Fiat;Mobi Mobi 1.0 Like manual;Não informado;2024/2025;33408.0;63490.0;https://www.icarros.com.br/comprar/jundiai-sp/fiat/mobi/2025/d53585511?pos=534&hfv=false&financiamento=true;Popular;0.0866482372687703;0.033397400768809225
RN;Natal;Chevrolet;Cobalt Cobalt Elite 1.8 8V (Aut) (Flex) automático;Não informado;2017/2018;67478.0;64590.0;https://www.icarros.com.br/comprar/natal-rn/chevrolet/cobalt/2018/d53548376?pos=537&hfv=true&financiamento=true;Popular;0.08859375911963367;0.06746780961371536
RN;Natal;NISSAN;March March 1.6 16V SV CVT (Flex) automático;Não informado;2018/2018;68500.0;63990.0;https://www.icarros.com.br/comprar/natal-rn/nissan/march/2018/d52676373?pos=536&hfv=true;Popular;0.0875325653827991;0.06848982187786254
PR;Curitiba;Chevrolet;Onix Plus Onix Plus 1.0 LT manual;Não informado;2020/2020;56800.0;64800.0;https://www.icarros.com.br/comprar/curitiba-pr/chevrolet/onix-plus/2020/d53518245?pos=538&hfv=true&financiamento=true;Popular;0.08896517692752577;0.05678968147617772
PA;Belém;Volkswagen;Voyage Voyage 1.0 MPI (Flex) manual;Não informado;2021/2021;36000.0;64900.0;https://www.icarros.com.br/comprar/belem-pa/volkswagen/voyage/2021/d52793880?pos=539&hfv=true&financiamento=true;Popular;0.08914204255033154;0.03598943187318248
CE;Fortaleza;Chevrolet;Onix Onix 1.4 LTZ SPE/4 (Aut) automático;Não informado;2017/2017;59000.0;64900.0;https://www.icarros.com.br/comprar/fortaleza-ce/chevrolet/onix/2017/d53596476?pos=540&hfv=true&financiamento=true;Popular;0.08914204255033154;0.05898970787649452
RN;Natal;Honda;Fit Fit 1.5 16v LX (Flex) automático;Não informado;2015/2016;140260.0;64900.0;https://www.icarros.com.br/comprar/natal-rn/honda/fit/2016/d53557129?pos=542&hfv=true&financiamento=true;Popular;0.08914204255033154;0.1402506830081961
PR;Cascavel;Honda;City City LX 1.5 CVT (Flex) automático;Não informado;2014/2015;142000.0;65800.0;https://www.icarros.com.br/comprar/cascavel-pr/honda/city/2015/d53468946?pos=543&hfv=true;Popular;0.09073383315558338;0.14199070388844667
SC;São José;Renault;Duster Duster 2.0 16V Dynamique (Aut) (Flex) automático;Não informado;2015/2016;80000.0;64900.0;https://www.icarros.com.br/comprar/sao-jose-sc/renault/duster/2016/d53380352?pos=541&hfv=true;Popular;0.08914204255033154;0.07998995987951855
MG;Contagem;Fiat;Strada Strada Cabine Plus Endurance manual;Não informado;2021/2021;69000.0;65890.0;https://www.icarros.com.br/comprar/contagem-mg/fiat/strada/2021/d53582721?pos=544&hfv=true&financiamento=true;Popular;0.09089301221610857;0.06898982787793453
DF;Brasília;Fiat;Strada Strada 1.4 CD Freedom manual;Não informado;2019/2020;130000.0;65900.0;https://www.icarros.com.br/comprar/brasilia-df/fiat/strada/2020/d53123882?pos=545&hfv=true;Popular;0.09091069877838914;0.12999055988671865
PR;Curitiba;Hyundai;Elantra Elantra Sedan 1.8 GLS automático;Não informado;2011/2012;87000.0;65900.0;https://www.icarros.com.br/comprar/curitiba-pr/hyundai/elantra/2012/d53469565?pos=546&hfv=true&financiamento=true;Popular;0.09091069877838914;0.08699004388052657
PR;Cascavel;Chevrolet;Omega Omega CD 3.6 V6 (Aut) automático;Não informado;2008/2009;71000.0;65900.0;https://www.icarros.com.br/comprar/cascavel-pr/chevrolet/omega/2009/d53092624?pos=547&hfv=true&financiamento=true;Popular;0.09091069877838914;0.07098985187822254
SC;São José;Volkswagen;Fox Fox 1.6 Xtreme manual;Não informado;2019/2020;51000.0;66900.0;https://www.icarros.com.br/comprar/sao-jose-sc/volkswagen/fox/2020/d53268998?pos=548&hfv=true;Popular;0.09267935500644675;0.050989611875342504
PR;Curitiba;Jeep;Renegade Renegade 1.8 (Aut) (Flex) automático;Não informado;2015/2016;153971.0;67800.0;https://www.icarros.com.br/comprar/curitiba-pr/jeep/renegade/2016/d53551866?pos=551&hfv=true&financiamento=true;Popular;0.0942711456116986;0.15396184754217052
DF;Brasília;Volkswagen;Polo Polo 1.6 MSI (Flex) manual;Não informado;2020/2020;138902.0;66900.0;https://www.icarros.com.br/comprar/brasilia-df/volkswagen/polo/2020/d53575298?pos=549&hfv=true&financiamento=true;Popular;0.09267935500644675;0.13889266671200054
RJ;Rio de Janeiro;Fiat;Mobi Mobi 1.0 Like manual;Não informado;2024/2025;11823.0;67090.0;https://www.icarros.com.br/comprar/rio-de-janeiro-rj/fiat/mobi/2025/d53587056?pos=550&hfv=false&financiamento=true;Popular;0.09301539968977769;0.011812141745700949
CE;Fortaleza;Hyundai;HB20X HB20X Premium 1.6 (Aut) automático;Não informado;2016/2016;112900.0;67900.0;https://www.icarros.com.br/comprar/fortaleza-ce/hyundai/hb20x/2016/d53444373?pos=552&hfv=true;Popular;0.09444801123450436;0.1128903546842562
RJ;Rio de Janeiro;Citroën;C3 C3 1.0 Live Pack manual;Não informado;2024/2024;37677.0;68090.0;https://www.icarros.com.br/comprar/rio-de-janeiro-rj/citroen/c3/2024/d53538413?pos=553&hfv=false;Popular;0.0947840559178353;0.037666451997423966
MG;Uberaba;Ford;EcoSport EcoSport Freestyle 1.5 (Aut) (Flex) automático;Não informado;2019/2019;999999.0;68900.0;https://www.icarros.com.br/comprar/uberaba-mg/ford/ecosport/2019/d53560787?pos=554&hfv=true&financiamento=true;Popular;0.09621666746256197;1.0
SP;Osasco;Volkswagen;Polo Track Polo 1.0 Track (!)1.0 manual;Não informado;2024/2024;45845.0;69490.0;https://www.icarros.com.br/comprar/osasco-sp/volkswagen/polo-track/2024/d53591760?pos=556&hfv=false&financiamento=true;Popular;0.09726017463711596;0.04583455001460018
RJ;Itaboraí;NISSAN;Altima Altima SL 2.5 X-Tronic CVT automático;Não informado;2013/2014;200.0;68900.0;https://www.icarros.com.br/comprar/itaborai-rj/nissan/altima/2014/d53453642?pos=555&hfv=true&financiamento=true;Popular;0.09621666746256197;0.00018900226802721632
AL;Maceió;Peugeot;208 208 1.0 Like manual;ERRO;2023/2024;44256.0;;https://www.icarros.com.br/comprar/maceio-al/peugeot/208/2024/d53478199?pos=557&hfv=false&financiamento=true;;;0.044245530946371354
DF;Brasília;CAOA;Chery Arrizo5 Arrizo5 1.5T RTS (Aut) automático;Não informado;2020/2021;56402.0;69900.0;https://www.icarros.com.br/comprar/brasilia-df/caoa-chery/arrizo5/2021/d53555057?pos=558&hfv=true&financiamento=true;Popular;0.09798532369061957;0.0563916767001204
DF;Brasília;Renault;Duster Duster 1.6 Zen manual;Não informado;2020/2021;150677.0;69900.0;https://www.icarros.com.br/comprar/brasilia-df/renault/duster/2021/d53359280?pos=559&hfv=true;Popular;0.09798532369061957;0.15066780801369617
TO;Palmas;Chevrolet;Onix Onix 1.0 LT manual;Não informado;2023/2024;51034.0;69990.0;https://www.icarros.com.br/comprar/palmas-to/chevrolet/onix/2024/d53296274?pos=560&hfv=false&financiamento=true;Popular;0.09814450275114477;0.0510236122833474
MG;Contagem;Chevrolet;Onix Onix 1.0 LT manual;Não informado;2023/2024;36527.0;70090.0;https://www.icarros.com.br/comprar/contagem-mg/chevrolet/onix/2024/d53581144?pos=563&hfv=false&financiamento=true;Intermediário;0.09832136837395053;0.03651643819725837
MG;Montes Claros;Chevrolet;Onix Onix 1.0 LT manual;ERRO;2023/2024;54959.0;;https://www.icarros.com.br/comprar/montes-claros-mg/chevrolet/onix/2024/d53569638?pos=561&hfv=false&financiamento=true;;;0.05494865938391261
SP;São Paulo;Chevrolet;Onix Onix 1.0 LT manual;ERRO;2023/2024;40175.0;;https://www.icarros.com.br/comprar/sao-paulo-sp/chevrolet/onix/2024/d53529298?pos=562&hfv=true&financiamento=true;;;0.04016448197378369
SC;Itajaí;Volkswagen;Polo Track Polo 1.0 Track (!)1.0 manual;ERRO;2024/2024;42997.0;;https://www.icarros.com.br/comprar/itajai-sc/volkswagen/polo-track/2024/d53532829?pos=564&hfv=false;;;0.042986515838190055
SP;São Paulo;Chevrolet;Onix Onix 1.0 LT manual;ERRO;2023/2024;37470.0;;https://www.icarros.com.br/comprar/sao-paulo-sp/chevrolet/onix/2024/d53578978?pos=568&hfv=true&financiamento=true;;;0.03745944951339416
PA;Santarém;Renault;Oroch Duster Oroch 1.6 16V SCe Dynamique (Flex) manual;ERRO;2017/2018;115995.0;;https://www.icarros.com.br/comprar/santarem-pa/renault/oroch/2018/d53138784?pos=567&hfv=true&financiamento=true;;;0.1159853918247019
