estado;cidade;marca;modelo;cambio;ano;km;preco;link;faixa_preco;preco_norm;km_norm
SP;São Paulo;Chevrolet;Onix Onix 1.0 LT manual;ERRO;2023/2024;38335.0;;https://www.icarros.com.br/comprar/sao-paulo-sp/chevrolet/onix/2024/d53578982?pos=569&hfv=true&financiamento=true;;;0.03832445989351872
RJ;São Gonçalo;Volkswagen;Polo Track Polo 1.0 Track (!)1.0 manual;ERRO;2023/2024;40220.0;;https://www.icarros.com.br/comprar/sao-goncalo-rj/volkswagen/polo-track/2024/d53592024?pos=566&hfv=true&financiamento=true;;;0.04020948251379017
RO;Ji-Paraná;Hyundai;HB20 HB20 1.0 Comfort manual;Não informado;2022/2023;42141.0;71590.0;https://www.icarros.com.br/comprar/ji-parana-ro/hyundai/hb20/2023/d53445188?pos=565&hfv=false&financiamento=true;Intermediário;0.10097435271603694;0.042130505566066796
SP;Campinas;Ford;EcoSport Ecosport 1.5 SE (Aut) automático;Não informado;2019/2020;100000.0;71990.0;https://www.icarros.com.br/comprar/campinas-sp/ford/ecosport/2020/d53541423?pos=570&hfv=true&financiamento=true;Intermediário;0.10168181520725998;0.09999019988239859
MG;Uberlândia;Volkswagen;Polo Polo 1.0 manual;Não informado;2023/2024;66442.0;72490.0;https://www.icarros.com.br/comprar/uberlandia-mg/volkswagen/polo/2024/d53537798?pos=571&hfv=false&financiamento=true;Intermediário;0.10256614332128879;0.06643179718156618
CE;Fortaleza;Fiat;Cronos Cronos Precision 1.8 E.Torq AT6 (Flex) automático;Não informado;2018/2019;78000.0;72900.0;https://www.icarros.com.br/comprar/fortaleza-ce/fiat/cronos/2019/d53533365?pos=572&hfv=true&financiamento=true;Intermediário;0.1032912923747924;0.07798993587923055
SC;Caçador;Renault;Oroch Duster Oroch 1.6 16V Expression (Flex) manual;Não informado;2016/2017;125000.0;72900.0;https://www.icarros.com.br/comprar/cacador-sc/renault/oroch/2017/d52673644?pos=573&hfv=true&financiamento=true;Intermediário;0.1032912923747924;0.12499049988599863
SC;São José;Chevrolet;S10 Cabine Dupla S10 Executive 4x4 2.8 Turbo Electronic (Cab Dupla) manual;Não informado;2010/2011;175865.0;72900.0;https://www.icarros.com.br/comprar/sao-jose-sc/chevrolet/s10-cabine-dupla/2011/d53403857?pos=574&hfv=true&financiamento=true;Intermediário;0.1032912923747924;0.1758561102733233
PR;Curitiba;Jeep;Renegade Renegade Sport 1.8 (Flex) automático;Não informado;2017/2018;129898.0;73900.0;https://www.icarros.com.br/comprar/curitiba-pr/jeep/renegade/2018/d53590998?pos=576&hfv=true&financiamento=true;Intermediário;0.10505994860285;0.12988855866270396
PR;Curitiba;Volkswagen;Golf Golf Comfortline 1.4 TSi DSG automático;Não informado;2014/2014;116025.0;73900.0;https://www.icarros.com.br/comprar/curitiba-pr/volkswagen/golf/2014/d53500466?pos=577&hfv=true&financiamento=true;Intermediário;0.10505994860285;0.11601539218470622
RJ;Rio Bonito;Toyota;Yaris Sedan Yaris Sedan 1.5 XL (Flex) manual;Não informado;2019/2019;102260.0;74500.0;https://www.icarros.com.br/comprar/rio-bonito-rj/toyota/yaris-sedan/2019/d53138478?pos=578&hfv=true;Intermediário;0.10612114233968457;0.10225022700272403
SC;Timbó;Honda;Civic New Civic LXR 2.0 i-VTEC (Aut) (Flex) automático;Não informado;2013/2014;153000.0;75500.0;https://www.icarros.com.br/comprar/timbo-sc/honda/civic/2014/d53097038?pos=579&hfv=true;Intermediário;0.10788979856774218;0.15299083589003068
BA;Vitória da Conquista;Volkswagen;Polo Polo 1.0 manual;Não informado;2023/2024;38987.0;76590.0;https://www.icarros.com.br/comprar/vitoria-da-conquista-ba/volkswagen/polo/2024/d53542629?pos=580&hfv=false&financiamento=true;Intermediário;0.10981763385632498;0.03897646771761261
SC;Lages;Fiat;Argo Argo 1.0 Drive manual;Não informado;2024/2025;24095.0;76690.0;https://www.icarros.com.br/comprar/lages-sc/fiat/argo/2025/d53507791?pos=581&hfv=false&financiamento=true;Intermediário;0.10999449947913074;0.024084289011468137
GO;Goiânia;Fiat;Doblò Doblò 1.8 Essence 7l manual;Não informado;2020/2021;98643.0;76900.0;https://www.icarros.com.br/comprar/goiania-go/fiat/doblo/2021/d53238068?pos=582&hfv=true;Intermediário;0.11036591728702284;0.09863318359820318
BA;Vitória da Conquista;Renault;Captur Captur Intense 2.0 (Aut) automático;Não informado;2019/2020;80439.0;76900.0;https://www.icarros.com.br/comprar/vitoria-da-conquista-ba/renault/captur/2020/d52440780?pos=583&hfv=true&financiamento=true;Intermediário;0.11036591728702284;0.08042896514758177
RJ;Rio de Janeiro;Citroën;C4 Cactus C4 Cactus 1.6 Feel (Aut) automático;Não informado;2021/2022;49000.0;76990.0;https://www.icarros.com.br/comprar/rio-de-janeiro-rj/citroen/c4-cactus/2022/d52845737?pos=584&hfv=true;Intermediário;0.11052509634754802;0.0489895878750545
MT;Várzea Grande;Honda;Civic New Civic LXR 2.0 i-VTEC (Aut) (Flex) automático;Não informado;2013/2014;133431.0;76990.0;https://www.icarros.com.br/comprar/varzea-grande-mt/honda/civic/2014/d53591642?pos=586&hfv=true&financiamento=true;Intermediário;0.11052509634754802;0.13342160105921272
SP;Santo André;Hyundai;ix35 ix35 2.0L 16v GLS (Flex) (Aut) automático;ERRO;2015/2016;91000.0;;https://www.icarros.com.br/comprar/santo-andre-sp/hyundai/ix35/2016/d53571528?pos=585&hfv=true&financiamento=true;;;0.09099009188110257
SP;Jundiaí;Volkswagen;Polo Track Polo 1.0 Track manual;Não informado;2024/2025;45476.0;77190.0;https://www.icarros.com.br/comprar/jundiai-sp/volkswagen/polo-track/2025/d53585565?pos=588&hfv=false&financiamento=true;Intermediário;0.11087882759315955;0.045465545586547036
BA;Barreiras;Volkswagen;Polo Track Polo 1.0 Track manual;Não informado;2024/2025;63793.0;77090.0;https://www.icarros.com.br/comprar/barreiras-ba/volkswagen/polo-track/2025/d53445884?pos=587&hfv=false&financiamento=true;Intermediário;0.11070196197035378;0.06378276539318471
SP;Sorocaba;Volkswagen;Polo Track Polo 1.0 Track manual;Não informado;2024/2025;48214.0;77290.0;https://www.icarros.com.br/comprar/sorocaba-sp/volkswagen/polo-track/2025/d53569345?pos=589&hfv=false&financiamento=true;Intermediário;0.11105569321596531;0.04820357844294131
BA;Vitória da Conquista;Volkswagen;Polo Polo 1.0 manual;Não informado;2024/2024;30945.0;77590.0;https://www.icarros.com.br/comprar/vitoria-da-conquista-ba/volkswagen/polo/2024/d53517392?pos=590&hfv=false&financiamento=true;Intermediário;0.11158629008438259;0.03093437121245455
SC;Joinville;Hyundai;HB20 HB20 1.0 Comfort Plus manual;Não informado;2024/2025;34398.0;78790.0;https://www.icarros.com.br/comprar/joinville-sc/hyundai/hb20/2025/d53492889?pos=592&hfv=false&financiamento=true;Intermediário;0.11370867755805172;0.03438741264895179
SP;Jundiaí;Volkswagen;Polo Track Polo 1.0 Track manual;ERRO;2024/2025;39505.0;;https://www.icarros.com.br/comprar/jundiai-sp/volkswagen/polo-track/2025/d53585657?pos=591&hfv=false&financiamento=true;;;0.039494473933687206
SC;São José;Hyundai;HB20 HB20 1.0 Comfort Plus manual;Não informado;2024/2025;34197.0;78790.0;https://www.icarros.com.br/comprar/sao-jose-sc/hyundai/hb20/2025/d53309468?pos=593&hfv=false&financiamento=true;Intermediário;0.11370867755805172;0.03418641023692284
SP;São Caetano do Sul;Jeep;Renegade Renegade 1.8 (Aut) automático;Não informado;2019/2020;70471.0;78800.0;https://www.icarros.com.br/comprar/sao-caetano-do-sul-sp/jeep/renegade/2020/d53560480?pos=594&hfv=true&financiamento=true;Intermediário;0.1137263641203323;0.07046084553014637
SP;Jundiaí;Chevrolet;Onix Onix 1.0 Turbo LT manual;ERRO;2024/2025;56350.0;;https://www.icarros.com.br/comprar/jundiai-sp/chevrolet/onix/2025/d53575715?pos=595&hfv=false&financiamento=true;;;0.05633967607611291
PR;Cascavel;Kia;Sportage Sportage EX 2.0 4X2 (Aut)  (Flex) P588 automático;ERRO;2012/2013;178000.0;;https://www.icarros.com.br/comprar/cascavel-pr/kia/sportage/2013/d53267778?pos=599&hfv=true;;;0.17799113589363072
PA;Belém;Fiat;Strada Strada 1.4 Cabine Plus Endurance manual;ERRO;2022/2023;56000.0;;https://www.icarros.com.br/comprar/belem-pa/fiat/strada/2023/d51928949?pos=596&hfv=true;;;0.05598967187606251
PR;Londrina;Fiat;Cronos Cronos 1.3 Drive manual;ERRO;2023/2024;50550.0;;https://www.icarros.com.br/comprar/londrina-pr/fiat/cronos/2024/d53586566?pos=601&hfv=false&financiamento=true;;;0.0505396064752777
RO;Ji-Paraná;Hyundai;HB20 HB20 1.0 Comfort Plus manual;Não informado;2024/2025;30428.0;79790.0;https://www.icarros.com.br/comprar/ji-parana-ro/hyundai/hb20/2025/d53308747?pos=598&hfv=false&financiamento=true;Intermediário;0.11547733378610933;0.0304173650083801
MG;Unaí;Honda;CR-V CR-V EXL 2.0 16v 4x2 Flexone (Aut) automático;Não informado;2014/2014;138353.0;78900.0;https://www.icarros.com.br/comprar/unai-mg/honda/cr-v/2014/d52625672?pos=597&hfv=true&financiamento=true;Intermediário;0.11390322974313806;0.1383436601239215
PR;Maringá;Fiat;Cronos Cronos 1.3 Drive manual;Não informado;2023/2024;50550.0;79990.0;https://www.icarros.com.br/comprar/maringa-pr/fiat/cronos/2024/d53586554?pos=602&hfv=false&financiamento=true;Intermediário;0.11583106503172085;0.0505396064752777
SP;Araraquara;Chevrolet;Onix Onix 1.0 Turbo LT manual;Não informado;2024/2025;49525.0;79990.0;https://www.icarros.com.br/comprar/araraquara-sp/chevrolet/onix/2025/d53569299?pos=600&hfv=false&financiamento=true;Intermediário;0.11583106503172085;0.0495145941751301
SP;Osasco;Chevrolet;Onix Onix 1.0 Turbo LT manual;Não informado;2024/2025;41944.0;80290.0;https://www.icarros.com.br/comprar/osasco-sp/chevrolet/onix/2025/d53567522?pos=603&hfv=false&financiamento=true;Intermediário;0.11636166190013814;0.041933503202038425
SP;Barueri;Chevrolet;Onix Onix 1.0 Turbo LT manual;Não informado;2024/2025;41944.0;80290.0;https://www.icarros.com.br/comprar/barueri-sp/chevrolet/onix/2025/d53562245?pos=604&hfv=false&financiamento=true;Intermediário;0.11636166190013814;0.041933503202038425
RO;Porto Velho;Chevrolet;Onix Onix 1.0 Turbo LT manual;Não informado;2024/2025;27100.0;80590.0;https://www.icarros.com.br/comprar/porto-velho-ro/chevrolet/onix/2025/d53588156?pos=605&hfv=false&financiamento=true;Intermediário;0.11689225876855541;0.02708932507190086
CE;Fortaleza;Hyundai;HB20 HB20 1.0 Comfort Plus manual;Não informado;2024/2025;27862.0;80890.0;https://www.icarros.com.br/comprar/fortaleza-ce/hyundai/hb20/2025/d53458653?pos=606&hfv=false&financiamento=true;Intermediário;0.1174228556369727;0.027851334216010593
SP;São Paulo;Ford;EcoSport EcoSport Freestyle 1.5 (Aut) (Flex) automático;Não informado;2020/2020;48716.0;80890.0;https://www.icarros.com.br/comprar/sao-paulo-sp/ford/ecosport/2020/d53593605?pos=607&hfv=true&financiamento=true;Intermediário;0.1174228556369727;0.048705584467013605
RO;Ji-Paraná;Hyundai;HB20 HB20 1.0 Comfort Plus manual;Não informado;2024/2025;22130.0;81190.0;https://www.icarros.com.br/comprar/ji-parana-ro/hyundai/hb20/2025/d53576148?pos=608&hfv=false&financiamento=true;Intermediário;0.11795345250538998;0.022119265431185173
PR;Maringá;Fiat;Strada Strada 1.3 Cabine Plus Endurance manual;Não informado;2023/2024;47353.0;81990.0;https://www.icarros.com.br/comprar/maringa-pr/fiat/strada/2024/d53564694?pos=610&hfv=false&financiamento=true;Intermediário;0.11936837748783606;0.04734256811081733
PR;Curitiba;Hyundai;Creta Creta 1.6 Attitude automático;ERRO;2017/2017;106000.0;;https://www.icarros.com.br/comprar/curitiba-pr/hyundai/creta/2017/d53575105?pos=609&hfv=true&financiamento=true;;;0.1059902718832626
PR;Curitiba;Jeep;Renegade Renegade Limited 1.8 (Aut) (Flex) automático;Não informado;2018/2018;37000.0;81990.0;https://www.icarros.com.br/comprar/curitiba-pr/jeep/renegade/2018/d53567609?pos=611&hfv=true&financiamento=true;Intermediário;0.11936837748783606;0.03698944387332648
SC;Florianópolis;Hyundai;ix35 ix35 2.0L 16v GLS (Flex) (Aut) automático;Não informado;2015/2016;91300.0;81990.0;https://www.icarros.com.br/comprar/florianopolis-sc/hyundai/ix35/2016/d53377064?pos=612&hfv=true&financiamento=true;Intermediário;0.11936837748783606;0.09129009548114578
RJ;Nova Iguaçu;Chevrolet;Onix Onix 1.0 Turbo LT manual;Não informado;2024/2025;45155.0;82690.0;https://www.icarros.com.br/comprar/nova-iguacu-rj/chevrolet/onix/2025/d53412260?pos=613&hfv=false&financiamento=true;Intermediário;0.12060643684747639;0.04514454173450081
MG;Varjão de Minas;Jeep;Renegade Renegade Sport 2.0 TDI 4WD (Aut) automático;ERRO;2017/2017;145000.0;;https://www.icarros.com.br/comprar/varjao-de-minas-mg/jeep/renegade/2017/d53442537?pos=617&hfv=true&financiamento=true;;;0.14499073988887867
RJ;Macaé;Chevrolet;S10 Cabine Dupla S10 LT 2.4 4x2 (Cab Dupla) (Flex) manual;ERRO;2012/2013;198000.0;;https://www.icarros.com.br/comprar/macae-rj/chevrolet/s10-cabine-dupla/2013/d53181885?pos=618&hfv=true&financiamento=true;;;0.19799137589651075
DF;Brasília;Fiat;Pulse Pulse 1.3 Drive manual;ERRO;2022/2022;48000.0;;https://www.icarros.com.br/comprar/brasilia-df/fiat/pulse/2022/d53092630?pos=616&hfv=true&financiamento=true;;;0.0479895758749105
PA;Belém;Peugeot;208 208 1.6 Active (Aut) automático;ERRO;2023/2024;22254.0;;https://www.icarros.com.br/comprar/belem-pa/peugeot/208/2024/d53558670?pos=619&hfv=false&financiamento=true;;;0.02224326691920303
TO;Palmas;Volkswagen;Saveiro Saveiro 1.6 CS Robust manual;ERRO;2023/2024;45278.0;;https://www.icarros.com.br/comprar/palmas-to/volkswagen/saveiro/2024/d53475875?pos=621&hfv=false&financiamento=true;;;0.04526754321051853
SC;Florianópolis;Jeep;Compass Compass 2.0 Longitude (Aut) (Flex) automático;Não informado;2017/2017;117000.0;82990.0;https://www.icarros.com.br/comprar/florianopolis-sc/jeep/compass/2017/d52840721?pos=614&hfv=true&financiamento=true;Intermediário;0.12113703371589367;0.11699040388484662
PA;Belém;Fiat;Cronos Cronos 1.3 Drive manual;ERRO;2022/2023;44000.0;;https://www.icarros.com.br/comprar/belem-pa/fiat/cronos/2023/d53076643?pos=615&hfv=true&financiamento=true;;;0.043989527874334494
RJ;Rio de Janeiro;Peugeot;Partner Rapid Partner Rapid 1.4 Business Pack manual;ERRO;2023/2024;32391.0;;https://www.icarros.com.br/comprar/rio-de-janeiro-rj/peugeot/partner-rapid/2024/d53575803?pos=624&hfv=false;;;0.03238038856466278
RJ;São Pedro da Aldeia;NISSAN;Kicks Kicks 1.6 SL CVT automático;ERRO;2018/2019;110027.0;;https://www.icarros.com.br/comprar/sao-pedro-da-aldeia-rj/nissan/kicks/2019/d53547440?pos=622&hfv=true&financiamento=true;;;0.1100173202078425
PR;Curitiba;Chevrolet;Onix Onix 1.0 Turbo LTZ (Aut) automático;ERRO;2023/2024;55312.0;;https://www.icarros.com.br/comprar/curitiba-pr/chevrolet/onix/2024/d53428951?pos=620&hfv=false&financiamento=true;;;0.05530166361996344
RN;Natal;Volkswagen;Polo Track Polo 1.0 Track manual;ERRO;2024/2025;24054.0;;https://www.icarros.com.br/comprar/natal-rn/volkswagen/polo-track/2025/d53440594?pos=623&hfv=false&financiamento=true;;;0.024043288519462233
SP;Campinas;Volkswagen;Polo Polo 1.0 200 TSI Highline (Aut) automático;ERRO;2021/2021;24738.0;;https://www.icarros.com.br/comprar/campinas-sp/volkswagen/polo/2021/d53556397?pos=627&hfv=false&financiamento=true;;;0.02472729672756073
GO;Anápolis;Honda;HR-V HR-V EX CVT 1.8 I-VTEC FlexOne automático;Não informado;2015/2016;123496.0;87900.0;https://www.icarros.com.br/comprar/anapolis-go/honda/hr-v/2016/d53017230?pos=625&hfv=true;Intermediário;0.12982113579565654;0.12348648183778205
TO;Araguaína;Renault;Captur Captur 1.3 TCe Iconic CVT automático;Não informado;2021/2022;79900.0;89900.0;https://www.icarros.com.br/comprar/araguaina-to/renault/captur/2022/d51665760?pos=628&hfv=true&financiamento=true;Intermediário;0.13335844825177176;0.07988995867950416
RS;Viamão;Hyundai;Creta Creta 2.0 Sport (Aut) automático;Não informado;2018/2018;104000.0;89900.0;https://www.icarros.com.br/comprar/viamao-rs/hyundai/creta/2018/d53555606?pos=629&hfv=true;Intermediário;0.13335844825177176;0.10399024788297459
PE;Caruaru;Toyota;Corolla Corolla Sedan 2.0 Dual VVT-i Flex XEi Multi-Drive S automático;Não informado;2015/2016;93000.0;88000.0;https://www.icarros.com.br/comprar/caruaru-pe/toyota/corolla/2016/d53068370?pos=626&hfv=false;Intermediário;0.1299980014184623;0.09299011588139057
RJ;Itaguaí;Kia;Sorento Sorento 3.5 V6 EX 4WD (Aut) S670 automático;Não informado;2014/2015;92002.0;89950.0;https://www.icarros.com.br/comprar/itaguai-rj/kia/sorento/2015/d53397898?pos=630&hfv=true&financiamento=true;Intermediário;0.13344688106317462;0.09199210390524687
SC;Joinville;Volkswagen;Polo Polo 1.0 170 TSI Comfortline (Aut) automático;Não informado;2023/2024;29697.0;93190.0;https://www.icarros.com.br/comprar/joinville-sc/volkswagen/polo/2024/d53575697?pos=632&hfv=false&financiamento=true;Intermediário;0.1391773272420813;0.029686356236274834
SP;São José do Rio Preto;Volkswagen;Virtus Virtus 1.0 170 TSI (Aut) automático;Não informado;2023/2023;45000.0;94900.0;https://www.icarros.com.br/comprar/sao-jose-do-rio-preto-sp/volkswagen/virtus/2023/d52837119?pos=633&hfv=true&financiamento=true;Intermediário;0.1422017293920598;0.04498953987447849
GO;Catalão;Hyundai;HB20S HB20S 1.0 T-GDI Comfort (Aut) automático;Não informado;2023/2024;44000.0;91500.0;https://www.icarros.com.br/comprar/catalao-go/hyundai/hb20s/2024/d52517842?pos=631&hfv=true;Intermediário;0.13618829821666392;0.043989527874334494
PR;Curitiba;Jeep;Renegade Renegade 1.3 T270 Sport automático;Não informado;2022/2023;50625.0;94900.0;https://www.icarros.com.br/comprar/curitiba-pr/jeep/renegade/2023/d53590646?pos=634&hfv=true&financiamento=true;Intermediário;0.1422017293920598;0.0506146073752885
DF;Brasília;Jeep;Compass Compass 2.0 Limited automático;Não informado;2019/2019;52000.0;95900.0;https://www.icarros.com.br/comprar/brasilia-df/jeep/compass/2019/d53535369?pos=635&hfv=true&financiamento=true;Intermediário;0.1439703856201174;0.05198962387548651
SP;Catanduva;Jeep;Compass Compass 2.0 Longitude (Aut) (Flex) automático;Não informado;2018/2018;73000.0;95900.0;https://www.icarros.com.br/comprar/catanduva-sp/jeep/compass/2018/d53024303?pos=636&hfv=true;Intermediário;0.1439703856201174;0.07298987587851054
PR;Curitiba;Chevrolet;Tracker Tracker 1.0 Turbo LT (Aut) automático;Não informado;2022/2022;18472.0;96900.0;https://www.icarros.com.br/comprar/curitiba-pr/chevrolet/tracker/2022/d53581189?pos=637&hfv=true&financiamento=true;Intermediário;0.14573904184817502;0.018461221534658415
SP;Barueri;BMW;Série 3 320i ActiveFlex automático;Não informado;2015/2015;110000.0;96900.0;https://www.icarros.com.br/comprar/barueri-sp/bmw/serie-3/2015/d53517083?pos=638&hfv=true&financiamento=true;Intermediário;0.14573904184817502;0.1099903198838386
SC;Florianópolis;Chevrolet;Onix Plus Onix Plus 1.0 Turbo Premier (Aut) automático;Não informado;2023/2024;41000.0;97990.0;https://www.icarros.com.br/comprar/florianopolis-sc/chevrolet/onix-plus/2024/d53137881?pos=641&hfv=true&financiamento=true;Intermediário;0.1476668771367578;0.04098949187390249
SC;Palhoça;Honda;CR-V CR-V EXL 2.0 16v 4x4 Flexone (Aut) automático;Não informado;2015/2015;98000.0;97900.0;https://www.icarros.com.br/comprar/palhoca-sc/honda/cr-v/2015/d53471584?pos=640&hfv=true&financiamento=true;Intermediário;0.14750769807623262;0.09799017588211059
SP;Osasco;Chevrolet;Onix Plus Onix Plus 1.0 Turbo LT manual;ERRO;2024/2025;45.0;;https://www.icarros.com.br/comprar/osasco-sp/chevrolet/onix-plus/2025/d53573115?pos=639&hfv=false&financiamento=true;;;3.4000408004896056e-05
GO;Pires do Rio;Chevrolet;Onix Plus Onix Plus 1.0 Turbo LTZ (Aut) automático;Não informado;2023/2024;45000.0;98500.0;https://www.icarros.com.br/comprar/pires-do-rio-go/chevrolet/onix-plus/2024/d52918732?pos=642&hfv=true&financiamento=true;Intermediário;0.14856889181306718;0.04498953987447849
AP;Macapá;Fiat;Toro Toro 1.8 Freedom (Aut) automático;Não informado;2021/2021;85000.0;98900.0;https://www.icarros.com.br/comprar/macapa-ap/fiat/toro/2021/d52778471?pos=643&hfv=true&financiamento=true;Intermediário;0.14927635430429023;0.08499001988023856
